Name,category,country,num_episodes,aired,orginal_network,duration,watchers,director,screenwriter,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url
Lovely Us,Drama,China,16,2020,iQiyi,44 min.,"5,175",Mao De Shu,,8.5,"1,700","Marcus Li,Tian Xi Wei,Li Ming Yuan,Li Ying Ying,You Hao Ran,Zhao Qian","Friendship,Romance,School,Youth "," First Love,Childhood Friends,Slice Of Life,Fluffy,Student,Male Chases Female First,Slow Burn Romance,Web Series,Coming Of Age,Comedy  ","A coming-of-age story of a group of youths who grew up together. 

The story takes place in 2007; five children from Shu De Faculty and Staff Family Hospital entered high school together, welcoming their youth/teenage years of their life. They are best friends and are always there for each other. They form their own clique named ""No. 1992"", and embark on a journey filled with dreams, growth, warmth, and romance.",https://i.mydramalist.com/xw8J3_4c.jpg?v=1
Mystic Pop-Up Bar,Drama,South Korea,12,2020,jTBC Netflix,1 hr. 8 min.,"35,904",Jun Chang Geun,Ha Yoon Ah,8.6,"17,045","Hwang Jung Eum,Yook Sung Jae,Choi Won Young,Jung Da Eun,Lee Joon Hyuk,Na In Woo","Mystery,Comedy,Family,Fantasy "," Afterlife,Tragic Past,Grudge,Hot-tempered Female Lead,Spirit,Adapted From A Webtoon,Special Power,Family Relationship,Flashback To Past,Food  ",혫Mystic Pop-Up Bar혬 is based on a popular webtoon of the same name and tells the story of a mysterious pojangmacha (outdoor drinking establishment) run by a prickly woman and an innocent part-timer who visit customers in their dreams to help resolve their problems.,https://i.mydramalist.com/eEkppc.jpg?v=1
Signal,Drama,South Korea,16,2016,tvN,1 hr. 15 min.,"59,631",Kim Won Suk,Kim Eun Hee,9,"24,762","Lee Je Hoon,Kim Hye Soo,Jo Jin Woong,Kim Won Hae,Lee Yoo Joon,Jang Hyun Sung","Thriller,Mystery,Sci-Fi "," Different Timelines,Hwaseong Serial Murders,Murder,Criminal Profiler,Serial Killer,Death,Corruption,Tragic Past,Time Altering,Smart Female Lead  ","Fifteen years ago, a young girl was kidnapped on the way from school, and Park Hae Yeong, who was an elementary school student at that time, witnessed the crime. A few days later, the girl was found dead, and the police were not able to find the culprit. As time went by, Hae Yeong started distrusting the police. 

Fifteen years later, Hae Yeong is now a police officer and criminal profiler. One day, he finds a walkie-talkie that allows him to get in contact with Detective Lee Jae Han who is in the past. Police officers Hae Yeong, Jae Han, and Cha So Hyun then set out on a journey to solve cold cases.",https://i.mydramalist.com/6wYZO_4c.jpg?v=1
The Penthouse: War in Life,Drama,South Korea,21,2021,SBS,1 hr. 25 min.,"33,479",Joo Dong Min,Kim Soon Ok,8.8,"15,589","Lee Ji Ah,Kim So Yeon,Eugene,Uhm Ki Joon,Bong Tae Kyu,Shin Eun Kyung","Thriller,Mystery,Drama,Family "," Betrayal,Revenge,Greed,Jealousy,Female Centered Plot,Married Couple,Opera Singer,Motherhood,Twins,School Bullying  ","The residents of Hera Palace, a luxury penthouse apartment with 100 floors, have many secrets and hidden ambitions. Sim Su Ryeon, who was born into wealth, is the queen of the penthouse apartment. Cheon Seo Jin, the prima donna of the residence, does all she can to give everything to her daughter. Oh Yoon Hee comes from a poor family background, but she strives to enter high society by becoming the queen of the penthouse, the pinnacle of success in her eyes. A battle for wealth, power, and prestige at Seoul혪s most coveted penthouse begins.",https://i.mydramalist.com/QyBA2_4c.jpg?v=1
Hot Stove League,Drama,South Korea,16,2020,SBS,1 hr. 2 min.,"15,677",Jung Dong Yoon,Lee Shin Hwa,8.7,"6,821","Namkoong Min,Park Eun Bin,Cho Byeong Kyu,Oh Jung Se,Son Jong Hak,Kim Do Hyun","Drama,Sports,Melodrama "," Hardworking Female Lead,Baseball,Hardworking Male Lead,Workplace,Teamwork,General Manager,Corruption,Successful Male Lead,Tough Male Lead,Calm Male Lead  ","About the preparation period of a major league baseball team. The drama focuses on a loser team that prepares for an extraordinary season upon the arrival of their new general manager, and each episode will focus on a problem they have as they prepare to become a stronger team.

Se Young is the youngest head of the management team of Dreams, a cellar-dwelling baseball team. She's highly recognized for her perseverance and intense passion for the team. One day, Seung Su is appointed as a general manager. Although he's been working in the sports field, the teams he led to the championship were unpopular, and some of them were even disbanded after winning the league due to the financial difficulties of their parent companies. Would this unlucky new general manager be able to steer Dreams to the championship with passionate Se Young?

Han Jae Hee, an energetic man,  who is the grandson of a furniture maker. Kim Young Chae,  who is a softball player turned sports announcer. Yoo Min Ho, a pitcher, who is crazy about baseball.",https://i.mydramalist.com/ZrX3Oc.jpg?v=1
While You Were Sleeping,Drama,South Korea,32,2017,SBS,30 min.,"1,11,086","Oh Choong Hwan,  Park Soo Jin",Park Hye Ryun,8.7,"54,329","Bae Suzy,Lee Jong Suk,Jung Hae In,Lee Sang Yeob,Hwang Young Hee,Shin Jae Ha","Mystery,Romance,Drama,Fantasy "," Precognition,Nice Male Lead,Neighbors,Murder,Tragic Past,Steamy Kiss,First Love,Childhood Acquaintance,Smart Male Lead,Sibling  ","A young woman with bad premonition dreams meets two people who suddenly develop the same ability.
Nam Hong Joo lives with her mother, Yoon Moon Sun, a widow who runs a small restaurant. Jung Jae Chan, a rookie prosecutor, and his younger brother, Seung Won, move in across the street. Since Hong Joo was young, she has had the ability to see the good and bad events before they happen, however she is often unable to do anything about it. One day, Jae Chan has a strange premonition dream about an accident involving Hong Joo and Lee Yoo Beom, a ruthless attorney who used to be Jae Chan혪s tutor. Jae Chan decides to interfere in the course of events and ends up saving the lives of Hong Joo and Han Woo Tak, a young police officer. When Jae Chan, Hong Joo, and Woo Tak then start having dreams about one another, they realize that their lives are now somehow entwined.
But can the three discover the reason that they were brought together, and can they prevent the people closest to them from getting hurt?",https://i.mydramalist.com/X4Qxqc.jpg?v=1
Snowdrop,Drama,South Korea,16,2022,jTBC,1 hr. 30 min.,"30,949",Jo Hyun Taek,Yoo Hyun Mi,8.6,"8,495","Jung Hae In,Kim Ji Soo,Jang Seung Jo,Yoo In Na,Yoon Se Ah,Kim Hye Yoon","Romance,Drama,Melodrama,Political "," 1980s,Love At First Sight,Political Intrigue,College Dorms,Student,Secret,Hostage,Hiding,Impulsive Female Lead,Charming Male Lead  ","In 1987, a bloody man jumps into a women혪s university dormitory in Seoul. Young Ro, a female university student who falls in love with him at first sight at a group blind date, takes care of him despite the strict surveillance and dangerous situation. However, Young Ro is shocked to learn his secret. Despite heartbreakingly watching over his first love Young Ro, Soo Ho has no choice but to move according to the command in order to save his teammates and to go back to his home country where his sibling awaits. Young Ro rejects the will of her father and works hand in hand with Soo Ho to save her beloved man and her friends. What will happen to their fate?",https://i.mydramalist.com/RKBWE_4c.jpg?v=1
Descendants of the Sun,Drama,South Korea,16,2016,KBS2,60 min.,"1,33,252","Baek Sang Hoon,  Lee Eung Bok","Kim Eun Sook,  Kim Won Seok",8.7,"69,898","Song Joong Ki,Song Hye Kyo,Jin Goo,Kim Ji Won,Lee Seung Jun,Seo Jung Yeon","Action,Comedy,Romance,Melodrama "," Soldier,Hardworking Female Lead,Multiple Couples,Bromance,Hardworking Male Lead,Charming Male Lead,Gun Violence,Filmed Abroad,Friendship,Strong Friendship  ","A love story that develops between a surgeon and a special forces officer.

Kang Mo Yeon is a pretty and assertive woman who works as a cardiothoracic surgeon at Haesung Hospital. She isn't afraid to admit her mistakes and believes that capability overrides whatever connections you have. However, she is soon faced with the reality that she cannot advance with just capability. Her life is forever changed when she encounters Yoo Shi Jin, the Captain and team leader of Alpha Team who cares more about protecting anybody in need of help as well as his country, even if it goes against the order of his superiors. This drama will tell of how they both bond together in a time of war and overcome the odds against them.",https://i.mydramalist.com/vN26Zc.jpg?v=1
Navillera,Drama,South Korea,12,2021,Netflix tvN,1 hr. 5 min.,"27,385",Han Dong Hwa,Lee Eun Mi,9,"10,941","Park In Hwan,Song Kang,Na Moon Hee,Hong Seung Hee,Kim Tae Hoon,Yoon  Ji Hye","Friendship,Life,Drama,Family "," Ballet,Dream,Life Lesson,Old-Young Generation,Unusual Friendship,Ballet Dancer,Adapted From A Webtoon,Father-Son Relationship,Second Chance,Grandpa-Granddaughter Relationship  ","A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.

Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chool makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chool does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.

Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chool appears in front of him.",https://i.mydramalist.com/wE3AA_4c.jpg?v=1
Dear My Friends,Drama,South Korea,16,2016,tvN,1 hr. 10 min.,"10,169",Hong Jong Chan,Noh Hee Kyung,8.7,"2,978","Go Hyun Jung,Kim Hye Ja,Na Moon Hee,Go Doo Shim,Park Won Sook,Youn Yuh Jung","Life,Drama,Family,Melodrama "," Best Friends,Life Lesson,Female Centered Plot,Senior Citizen,Mother-Son Relationship,Mother-Daughter Relationship,Multiple Couples,Single Mother,Sismance,Family Conflict  ","Park Wan is a translator who is constantly pulled by her mother, Jang Nan Hee, to hang out with her elder friends, Jo Hee Ja, Moon Jung Ah, Oh Choong Nam, and Lee Yeong Won. The plot revolves around the friends' twilight years as they are rediscovering themselves through relationships and family, the struggles they face due to their old age, and their life journey that they share with  Park Wan in the hope she would write a novel about them.",https://i.mydramalist.com/2zWk2_4c.jpg?v=1
365: Repeat the Year,Drama,South Korea,24,2020,MBC,35 min.,"18,992",Kim Kyung Hee,"Lee Seo Yoon,  Lee Soo Kyung",8.6,"6,893","Lee Joon Hyuk,Nam Ji Hyun,Kim Jee Soo,Lee Sung Wook,Yoon Joo Sang,Ahn Seung Gyun","Thriller,Mystery,Drama,Fantasy "," Strong Female Lead,Time Travel,Nice Male Lead,Suspense,Murder,Detective,Fate,Supernatural,Accident,Webtoon Writer  ","A story where ten people get the chance to go back in time by one year, but unexpectedly mysterious situations start to arise when their fates are changed and twisted in the process.
Ji Hyung Joo is a detective in the violent crimes division. He used to be part of the traffic police but was promoted when he arrested a wanted criminal.
It's been seven years since the change, and he's a talented individual who always knows how to relax. Though he is happy at first to have the chance to go back in time by one year and ""reset"" his life, he begins to search for the truth when a series of mysterious events befall on the group of people he goes back in time with.",https://i.mydramalist.com/kY6Wgc.jpg?v=1
Live,Drama,South Korea,18,2018,Netflix tvN,1 hr. 15 min.,"17,510","Kim Kyu Tae,  Myung Hyun Woo",Noh Hee Kyung,8.7,"6,564","Lee Kwang Soo,Jung Yu Mi,Bae Sung Woo,Bae Jong Ok,Sung Dong Il,Jang Hyun Sung","Comedy,Romance,Crime,Life "," Teamwork,Violence,Strong Friendship,Policewoman,Strong Female Lead,Smart Female Lead,Male Chases Female First,Rape,Nice Male Lead,Marriage  ","The drama revolves around the incidents that occur in the police force and the joy, sorrow, and pain that police officers experience as they try to protect justice.
Yeom Sang Soo, is determined to live in the mainstream of society by becoming a public official. However, he becomes an icon of misfortune with every case that he handles and runs into conflict with a superior. Han Jung Oh is Yeom Sang Soo혪s co-worker and a female officer that works to fight male chauvinism. The two characters with high fighting spirit join efforts to solve incidents.",https://i.mydramalist.com/5o0gec.jpg?v=1
Someday or One Day,Drama,Taiwan,13,2020,CTV,1 hr. 12 min.,"16,614",Tien Jen Huang,"Hsin Hui Lin,  Chi Feng Chien",9,"5,519","Ko Chia Yen,Greg Hsu,Patrick Shih,Yan Yu Lin,Zhang Guang Chen,Berry Kuo","Thriller,Romance,Sci-Fi "," Time Travel,Doppelganger,Strong Friendship,First Love,Death,Second Chance,Nice Male Lead,1990s,Mental Illness,Strong Female Lead  ","The year is 2019. The 27 year-old Huang Yu Xuan terribly misses her boyfriend Wang Quan Sheng, who has been missing for two years and is presumed dead. Her birthday wish for this year is to ""see him."" 
The year is 1998. The 17 year-old Chen Yun Ru is in love with a boy who doesn't feel the same way for her. Her birthday wish for this year is to ""become the girl Li Zi Wei likes.""
One day, Huang Yu Xuan receives a walkman and a music cassette from an unknown person. She falls asleep listening to its songs and wakes up to see Wang Quan Sheng sitting by her side. She believes she has finally been reunited with her boyfriend, but there's a very big twist. She learns that she is no longer a 27-year-old woman but a high schooler named Chen Yun Ru, who is in the hospital recuperating from a head injury.  And the man by her bedside is not her boyfriend after all, but a schoolmate named Li Zi Wei.
Trapped in what appears to be the past, living another person's life, Chen Yun Ru's death in 1999 will be Huang Yu Xuan혪s death if she doesn't figure out how the girl landed in the hospital. 
All the while, Li Zi Wei finds himself strangely drawn to the girl who used to be Chen Yun Ru, despite the fact that he knows his closest friend Mo Jun Jie has had a crush on her... Can true love find a way to bridge a seemingly insurmountable time gap?",https://i.mydramalist.com/1L7lyc.jpg?v=1
